text,label
i feel that these soldiers lives were not in vain and died to protect my freedoms,0
i know the feeling of being rejected left behind and snubbed by the person whom i made center of your life career and sanity whew,0
i just feel jaded and thoughtful,0
i feel so stupid fooled for believing in him,0
i love what i do but every year i have my moments of feeling disheartened,0
i feel abit stupid for writing out my opinions for everything haha,0
i start to feel tragic people greet me im polite,0
i took the second test for my cognitive psychology test and i feel mentally exhausted,0
i am back home by lunch time i wont feel like i missed some mystical opportunity,0
i feel so burdened by all these shit,0
i do feel we women even submissive ones need to lead is in the emotional life of the couple,0
i feel it has helped revitalise my dull locks,0
i hate her and many other physicians to a lesser degree has been about me feeling humiliated and stupid,0
i think about it i feel guilty that my profession remains so blind,0
i didn t want to lose my friends as much as i hate the stares the egg throwing and mass public hate it gives me something to feel i should be hated for ruining charlee s family,0
i have been living in rainy hamburg germany ive been at home with my two little girls feeling homesick at times learning how to express myself in a new language trying to remember who i am to rediscover my freedom and to keep moving forward with gratitude in this new life,0
i feel like this is a lame email but im out of time,0
im feeling sentimental and nostalgic like some old timer,0
i have had this pain for a while now where i feel like muscles all over my body are constantly aching all the time,0
i just want to make them happy and i can t and i feel so useless,0
i would feel defeated when one of my little people did,0
i feel like our friendship is damaged,0
i dont think i could have handled another day of feeling crappy about myself,0
i actually post this stupid whining blog post ill feel publicly humiliated and ridiculous,0
i no longer have to worry about feeling left out all the time and being unhappy and feeling ugly,0
i feel as though my life has been pathetic and that i havent amounted to anything,0
i have been mostly positive but i do have days where i feel discouraged from the bad side effects of the treatment,0
i cant stop blaming myself and i feel so sorry towards everyone,0
i figure that if i do enough radio appearances it increases the chance that i ll get good at it someday but in anticipation it feels as though i m doomed to the eternal repetition of the futile,0
i feeling so lousy and useless,0
i feel heartbroken for not only the loss of such a fantastic genius but for someone who gave me somewhere else to go when i had nowhere else,0
i suddenly began to feel ashamed,0
ive been feeling very disheartened lately and i havent really been feeling up to writing lately,0
i left feeling quite brain damaged,0
i have definite signs of a sinus infection and my lungs feel pretty unpleasant too,0
i feel like im sinking and i feel helpless and that makes me even more frustrated,0
i feel for him and i know that even though he hated that job he doesn t like the fact that he was basically fired,0
i feel like theres enough going on that i wont be too listless and the times when im free are a blessing,0
i can t feel the ache anymore but it s aching i know for sure,0
i can do them but they make me cry and since i didnt feel like feeling defeated i decided to do push ups and figured id still get a good upper body workout in,0
i have to sit up blow my nose and feel more miserable than ever,0
i really loved the cool feeling on my aching knee,0
i feel very humiliated angry at myself on those days,0
i look back at the seemingly endless hours i played therapist daily for years to my on the phone and i feel like i ve missed out on a lot,0
i feel disillusioned the thing that throws the furthest is that i ever had any happy illusions to begin with,0
i was feeling deprived i guess,0
i feel so foolish hoping for anything more in this life but then i think about how the wrong side wins when we lose our hope or faith,0
i feel needy posted by a href http jumbleupon,0
i do in my life is my choice and i cant always be what im expected to be i sulk i moan i nag like every other human being and yes i do this more when im feeling unhappy,0
i aku ni bila tengok you talked to other girls saying something that hurts my feelings intentionally or not you ignored me and stuffs,0
i feel so dumb and stupid,0
i frequent when i am feeling homesick for homemade russian cooking at a reasonable price,0
i feel like if you are always unhappy you don t have anything anyway,0
i would feel dumb doing on november st going to a haunted house carving pumpkins watching halloween based movies hocus pocus casper halloween,0
i feel like since im here all day my house should look less messy,0
i really appreciate as i like to be mindful of what i am eating without feeling deprived judged or guilty for it,0
i returned to my apartment after the run feeling beaten and even worse about my physical condition than i had when i started but i didn t give up,0
i feel sorry for conservatives in many ways,0
i do not want to feel unimportant or unloved or a nuisance any more,0
i make myself feel idiotic,0
i hope we do otherwise im going to be feeling a little foolish,0
i feel depressed that im not number yet orezi,0
im idle i feel useless,0
i was feeling discouraged when it came to comic work so i ended up trying to work in the sketchbook instead,0
i confessed that sometimes it feels like were doomed to be at our house forever,0
i feel terrible when some one loses their life,0
i feel like i am being punished forced to leave this place i love,0
i said there were no hard feelings i wasnt heartbroken or anything,0
i am feeling very disillusioned with the military at this time,0
i won t feel worthless with,0
i feel submissive,0
i had basically chopped them down with a machete which could both leave him feeling rejected and leave me with the opposite of what i want,0
i tagged along a few times and no one ever made me feel overtly unwelcome but i just couldnt identify with any of their discussion topics,0
i feel beaten down and i feel void,0
i feel so worthless and pathetic all the time and i shouldnt hgave to feel that way i cant spak out about it because then ill get yelled at and blamed for it like oh its all ylur fault oh you bring it all on yourself no,0
im exhausted when i feel beaten down by obstacles when im confused about picking exactly the right path i call up these two images,0
im here in my home husband is out of town and im sipping a glass of red wine on my own im feeling disheartened and having to piece together all the emotions running through my body,0
i didnt really feel as emotional as i thought i would,0
i must be feeling homesick,0
i am glad that i am allowing myself in compassionate bits to feel the waves of feelings and not rushing to permanently numb them,0
i took a couple cuttings and trimmed back the lanky growth that hadnt filled out part of what made if feel unhappy and i hung it in the window to the left of my kitchen sink,0
i cant just cheer up you think i like feeling so worthless,0
i often wanted to shout oh good lord who has the time to analyze the intention behind a husband buying a piece of jewelry for weeks and then just sit around feeling melancholy about it,0
i feel horrible about myself,0
i feel like a lame wife,0
i am feeling emotional about is not going to change i am going to change as i travel through that experience,0
i want to understand how to be in love so in love with my partner and not feel really terrible about myself when i hear him say wow shes hot or yeah shes fucking amazing,0
i have a feeling that would go over quite badly seeing as how we are hated here for loving the chiefs lmfao,0
i feel broke inside but i won t admit sometimes i just wanna hide because it s you i miss and it s so hard to say goodbye ever when you are where you are are you looking down upon me,0
i could feel was helplessness when you broke your small year old arm,0
i feel like i need to be alone for a while,0
i feel pathetic that i claimed to know you yet i still barely do,0
i will make sure to walk or do yoga everyday for those are the things that make me happy even if i procrastinate about doing them or use them as my excuse for feeling rotten and stressed because i don t have enough time to do them all,0
i woke up i was missing brody very much and had been feeling discouraged about my house hunt,0
i decided rather than boring you with an i feel kinda crappy at the moment post id like to feature a special book edited by a member of the iwsg a href http nickwilford,0
i am feeling that i am boring with my list so far haha,0
i feel i am too s xy to be ignored,0
im feeling homesick or waxing profanely about how the addition of target and just a little more effort at being organized and reliable could make spain one of the best countries on the planet ill share something old from home,0
i still feel heartbroken over the decision but now i can be free,0
i worried about feeling guilty about taking my daughters away from their mother on christmas since they were scheduled to be with me,0
i feel dull and gross which encourages me to drink more coffee,0
i have always been one to say exactly how i feel and i have never put on a show just to impress anyone so maybe i just dont understand why people feel they have to fake it,0
i feel exhausted by the thought of suitcase living for months being homeless for half a year,0
i feel like i ve been beaten down in this company and then to be rejected,0
i didn t wish to be the president i hardly know these people and i got the feeling that they hated me for being quiet and not smiling,0
im feeling a bit groggy today cold related not drink mores the pity,0
i look at sweet mountain planet wisp and in some ways even starlight carnival i just feel like there s a bit of missed potential here,0
im here feeling miserable because i simply miss those times so much,0
i felt just as you described and was feeling really discouraged,0
i was feeling it was like being punished and forced to just deal with it,0
i feel burdened with a weight that i cant describe when i want to sit down and mope when i want to stay in bed and wallow i choose instead to do the next thing,0
i feel bad then for not accepting who i am,0
i feel disadvantaged about is the fact that i grew up in england where there is not a great emphasis on a href http www,0
i am somelike feeling empty putting myself somehow but all i see is a glass of anyhow,0
i feel unprotected a class post count link href http reprogramming in process,0
i will outline below im feeling a bit morose and a bit unsure,0
i believe the unhealthy obsession with beauty and constant feelings of discontent young women are experiencing,0
i think back upon everything that has happened its no wonder i am feeling empty,0
i had this feeling all along that you were here but always with one foot out of the door aching to leave me,0
i did not get a chance to exercise and i feel somewhat defeated and slightly disappointed in myself,0
i do not have this clear cut direction on my life and there are a couple of different routes that i could go but i feel so useless because im not a hundred percent on any of them,0
i feel very sorrowful for the children killed in lebanon and the world over born and unborn alike,0
i cant figure it out but something feels fake,0
i didn t exaggerate it and i didn t milk it to get more but i definitely enjoyed the feeling of melancholy and allowed my mind to play up to it,0
i was feeling awful on friday,0
i usually do not like to blab out feelings or thoughts publicly as i tend to think that makes me seem whiney or like im trying to grab attention but it seems like one of those rare occasions when im being prompted to,0
i asked if i could wait in my car because i really wasnt feeling an awkward confrontation tonight,0
i did it without giving it a second thought and then after i taped it up i sat down to write because i feel a little emotional over it,0
i have been feeling slightly homesick as of late too,0
i finally turned the podcast off feeling beaten to my very core,0
i feel like i am just a dull small thing that never shows how amazing my maker truly is,0
im not sure if im just physically and mentally exhausted knowing lots and lots of people have it way worse than i do or if it was just how i was feeling from the rigors of the week but that hug and moment between the boy and teller was enough to make me weepy,0
i definitely feel like i ve been on autopilot for quite some time and i ve finally reached a point where i feel drained completely,0
i also picked up sticks to get enough sun hour to go into the basement and not feel deprived of light,0
i have hoped and prayed that those feelings would change or at least dull out,0
i feel and i hope you enjoy them and follow along through my troubled life,0
i feel bad about my neck,0
im feeling all sentimental and other kinds of crap along with bored,0
im left feeling heartbroken,0
i bet he feels stupid now,0
i make a giant cup of coffee add some sweetener and drag myself to school feeling depressed and nauseous,0
i also sometimes feel regretful for those whom sit alone at a bar restaurant sometimes i just want to walk over and say hi but alas my shy insecure self kicks in,0
i still feel a little hurt at the thought of it but at least im feeling better as compared to a few weeks ago,0
i know now as i still cough and feel lethargic that the body is remarkable in how it recovers but that the mind and the body never forget and the cancer journey never really ends if not in body then in mind,0
i feel so stress so dull i dont know how to react the only light of happiness is the moment i set my eyes on you and then it fades again,0
i only came to university for the piss ups but i didn t expect to feel so humiliated in seminars,0
i went to bed feeling totally drained with silent tears falling down my face,0
i like to keep it to hand and spray the very light fine mist several times a time when i can feel my energy starting to get low or my stress levels rise,0
i do feel while looking at the needy children around the world and rightly so we don t become farsighted and forget to address the suffering of children right in front of us,0
i feel so unloved here,0
i is a high rank with a lot of honor to it and i feel it has been shamed lately,0
i feel so heartbroken and i am so confused on what to do,0
i must say that i go through many moments of feeling discontent because of where im at,0
i always feel so humiliated reader because god s watched me cry a million times screaming in some intangible emotional agony but i bet he wonders when it ll actually be enough for me,0
im not talking about having sex or anything though maybe what we will talk about at first will be sexual in nature only because such feelings have been repressed by the world and society in general,0
i was told by my father that he feels i am suffering from some sort of chemical imbalance and or clinical depression and could benefit from some medication,0
i feel devastated sad disappointed angry bitter relieved and content i m working on happy,0
i start feeling needy,0
i feel as though you just completely broke me and then forgot about me leaving me shattered on the floor,0
i feel dumb that this is the case,0
im not the only one who feels it but i seem to be the only one troubled by it,0
i just get caught up in the fun of the night and the buzz that alcohol gives me and there feels something tragic about having an empty glass,0
i feel totally foolish for trying to talk her out of a cause she felt passionately about,0
i feel terrible of course that would be my opening line to bloggers anonymous if there were such a thing,0
i wont go into it but ive been feeling really disheartened with everything lately amongst other things happening which has left me feeling rubbish about it all,0
i feel so miserable now,0
i am it just means the more upset i feel although there was one night i was at work and i was just having a really awful day,0
i bought some three books after feeling disillusioned with the one id brought with me to glasgow,0
i feel like all of the pain and hurt and terrible things in my life have died and its time to be free,0
i feel like i have enough time on the other i still feel stressed out about assignments,0
i feel rejected or abandoned just simply monotone in a world of color,0
you ignored the fact that we could not hear you at the back,0
i am feeling very defeated today,0
i could help or fix or laugh at or feel sorry for,0
i want to stop for a minute because i have a lot of these self deprecating jokes about israel but i m feeling terrible telling them today because my country has attacked gaza which is basically a massive prison surrounded by a wall,0
i miss my pages i feel groggy and weird,0
i feel horrible because i m in pain,0
i feel it would have been more of an insult had we rejected the invitation,0
i feel like by action the professor is saying your time and your activities are unimportant to me in comparison to whatever i was doing instead,0
i thought about my own depression about the negative thoughts ive had lately and how i can intervene in those thoughts to help myself not feel so depressed,0
i feel soooo idiotic saying that,0
i have put a lot of miles on those shoes and i was starting to feel my knee hurt when i ran,0
i will never understand how four days of work can feel like the longest most boring moments of one s life but when you have a four day weekend it simply flies by in what feels like mere seconds,0
i just feel so hopeless and lonely lately,0
i hate the feeling of being needy or as if my world was about to come to an end yukky,0
i feel guilty that i get to use our washing machines when all of our workers wash their clothes by hand,0
i feel like ive missed out like im only getting three quarters of the day,0
i feel like this every birthday or am i just an emotional pregnant lady,0
i feel like i sabotage my friendships because i am unhappy with myself,0
i still feel morose over it yet i havent spoken to her in years so long that i doubt that id recognize her by sight,0
i feel neglectful,0
i feel so low trying not to but living life silo,0
i always feel fake when i m happy like it s not the real me,0
i feel stupid even dignifying the statements of such a nutbag but in the interest of telling the whole story i guess i have to,0
i can feel it looking at me like i ve rejected it,0
i feel rotten shallow and extremely bad to have not shed a tear at your passing away,0
i just feel kind of completely defeated today,0
i guess i was feeling a little jaded as they say but i have missed my blog a lot,0
i feel really bad and also really tired haha rel bookmark updates updates coz i feel really bad and also really tired haha,0
i think a part of me did it because i feel jaded,0
i had been spending all week on the couch feeling extremely exhausted and in pain,0
i have a feeling that things may potentially get very messy,0
i just feel bad and want to be rescued from feeling bad,0
i dread checking my emails because they will make me feel shitty,0
i brought all these feelings and emotions up with my husband last night and he was very remorseful that he had made me feel that way and explained that to him it was the very opposite,0
i was feeling so discouraged we are already robbing peter to pay paul to get our cow this year but we cant afford to not get the cow this way,0
i havent finished reading the article but i imagine it not only seeks to make readers feel stupid but also seeks to make other people feel smug about not reading,0
i feel pressure or because im troubled or any of that bullshit but simply because i enjoy it,0
i choose to respect my feelings even unpleasant ones,0
i feel like i am being punished for this as my husband is still flirting with other girls neglecting me making me lose contact with all my friends,0
i feel inhibited in quoting myself,0
i shouldnt feel doomed to failure and use that as an excuse to go off the wagon but it greatly weakens ones defenses and so needs to be carefully considered instead of mindlessly taken,0
i feel strangely discontent and alienated,0
i feel like that would be extremely unpleasant,0
i am alone in feeling rejected,0
i was feeling a bit sad so i thought well youre not gonna win anyway but it might be fun and er shoes,0
i need to learn to have to feel this much pain and suffering,0
i spent the next thirteen hours at mums bedside watching her as she played knock down ginger with deaths door but eventually survived another day which ended with me almost feeling too exhausted to make the long drive home,0
i know that i will continue writing on top of whatever new job i might choose or stumble upon but i truly hope that i will be able to write a story that might inspire or help someone in small way someday and i will keep this thought in mind whenever i do feel discouraged or frazzled,0
i feel bad that my very first signing on saturday i forgot to offer the young lad and his mother a sketch i signed copies of ad for you and showed you a preview of aquila so if that was you please drop me a comment or email and ill mail you a sketch,0
i think this gets round the issue of the man wooing the fair lady which sin seems to feel makes him somehow submissive and her have all the power,0
i feel devastated when i fail,0
i am so jealous im always jealous when he has fun without me and i fucking hate it i feel pathetic,0
i live in phoenix where july is the month where you literally if you absolutely must step outside into july will feel like one of those unfortunate roasted chickens in the checkout line at the grocery store,0
i just dont do anything that i feel is worth note so it only makes me look very boring,0
i just cant help feeling lousy especially seeing how well others have done even not studying that much,0
i really dont know why i feel so dull after having had such a pleasant beginning yesterday and all,0
i will tackle issues head on but today i lost that will and feel totally defeated,0
i feel like my brain is the unfortunate drawer in your house,0
im still in shock that i would do something so dumbass and publically stupid and not feel humiliated that we were two people swaying in a store and trading lines of a song,0
i thought i would possibly panic or suddenly feel hopeless and depressed over what was happening,0
i feel like im being punished for making these choices,0
im used to feeling helpless,0
i hadn t forced myself to notice these things i ve been ignoring then i would probably stay stuck in these patterns and eventually feel extremely unhappy,0
i just feel really unimportant at this moment,0
i can feel the awful crash from the sugar overload i gave myself along with the bloating from the gluten bad fats and general garbage that comes with all processed foods,0
i know i ve typed things that have been misconstrued and that makes me feel awful,0
im kind of ashamed that i fell into the same trap twice but feeling ashamed wont help anyone,0
i feel like blogging or should i say i feel like writing something dumb again,0
i feel damaged for being forced to play someone who is over muscled violent and arrogant,0
i dreamt i was doing shots of tequila and now this morning im feeling groggy,0
i remember how i was feeling gloomy on the th i even cried in front of him and he just hugged me and everything was okay,0
id been dealing with in salt lake noting that taco maker chooses to call its tator tots potato gems instead of tator tots or mexi fries like taco time then debating whether i should feel dumb for eating at taco maker during my one day in park city,0
i wake up feeling less groggy span style font size,0
i feel like marvin the robot from the hitchhikers guide to the galaxy only more morose,0
i didnt make it to my weight watchers meeting feeling guilty i made sure i had a healthy breakfast consisting of museli yoghurt and fruit,0
i leash them up exasperated and cry a little feeling beaten at the game,0
i will feel shamed that i could forget this person,0
i can stop feeling discouraged or full of self pity when another wave crashes down on us,0
i feel that i was doomed from the very beginning in terms of my relationship with my mother,0
i feel emotionally drained from weeks and weeks of pain,0
i feel so deeply burdened for our children and our country,0
i feel lousy on what happen,0
i guess i just feel disliked no thats not the right word ignored,0
i stopped feeling homesick some time ago,0
i have returned home feeling exhausted but satisfied with my day,0
i suppose because pregnancy can feel very lonely,0
i have to feel depressed about,0
i feel a little embarrassed to be admitting this to all my friends family and acquainta,0
i feel like i have been beaten with a basebal hat,0
i know is i feel ashamed,0
i dont know about you but im not ready for summer to be over mostly because i feel like i missed so much of summer this year,0
i challenge anyone to listen to the entire story and not feel heartbroken,0
i constantly feel as though people take and take and take and i give and give and give and while i don t mind most of the time over time people seem so ungrateful and basically as if they aspect good favors to be done for them all of the time,0
i feel stressed out i have to learn a lot and i cannot give my blog and looks the time i wish i could,0
i had never really thought about it but as john pulled off santa monica boulevard and drove past the parking booth and up the ramp towards the private car park i could not help but feel a little disappointed,0
i did have the very distinct feeling i can go anywhere now and not feel deprived,0
im still feeling pretty lousy since being poorly for the last couple of weeks,0
i feel disillusioned unsure of the direction im going in,0
i am feeling a little isolated in that way,0
i was feeling religiously drained,0
i have no idea why i feel so mournful which is actually saying i do and cant say here because everyone would see,0
im fine card is definitely starting to see some play and by doing so im feeling more and more alone,0
i feel like hopelessly devastated and just,0
id feel a bit discouraged languish in my pile of forgotten wips until the example of my failure was too much i wouldnt open a word document for ages,0
i don t have any social stuff but i do feel really stressed out at work over ridiculously little things but the stress is still real i realise that i still feel like crying a lot of the time when i m there and that s what i m eating to suppress,0
i did miss a sideshow with my favorite band by just a few hours which i feel rather regretful over,0
i feel very pained upset and scared that our court believed the theory heywood was poisoned with cyanide,0
i already had an appointment to see my midwife but moved the time up because i was feeling so awful,0
i started to feel terrible and i found quite attracting while vanessa and marisa were taking pictures on the ipad,0
i can tell that my ladyfriend is feeling more burdened than she has in years she s being confronted by her stuff in a more full and complete fashion than she can recall,0
i feel about puppy mills i was abused by a horrible family before my uncle rescued me,0
i will often listen to her stories when were sitting around playing i especially like to put them on when im feeling a little bit homesick,0
i have been feeling as if god has been showing me some ugly ugly traits that i carry around,0
i was in school i have been blighted with anxiety surrounded by insecurities and feelings of extremely low self esteem,0
i feel like she had a blank face she should smile more often,0
i feel alone in all of this,0
i feel so awful now,0
i spent a little more time perusing the offerings even though im feeling a little broke there were some new books that the one website was hawking just to me due to my search criteria,0
i see the world being slowly transformed into a wilderness i hear the approaching thunder that one day will destroy us too i feel the suffering of millions,0
